Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Payment Mode
ORD-10048,2022-04-23,2022-04-27,Standard Class,CUST-835,Kabir Chawla,Corporate,Central,Texas,Office Supplies,Labels,Label Roll,263.87,4,0.1,40.79,Debit Card
ORD-10049,2022-01-13,2022-01-15,Standard Class,CUST-536,Dev Khan,Consumer,South,Florida,Furniture,Chairs,Ergo Chair,2005.01,6,0.2,440.12,UPI
ORD-10050,2023-08-11,2023-08-14,Standard Class,CUST-645,Kabir Singh,Corporate,Central,Texas,Office Supplies,Labels,Label Roll,95.28,5,0.2,12.34,Net Banking
ORD-10051,2023-08-24,2023-08-29,Standard Class,CUST-267,Diya Sharma,Corporate,West,California,Office Supplies,Storage,File Cabinet,449.89,7,0.1,67.28,UPI
ORD-10052,2024-11-28,2024-12-01,Standard Class,CUST-920,Dev Kapoor,Consumer,West,Washington,Technology,Machines,3D Printer,1193.47,1,0.0,171.28,Credit Card
ORD-10053,2022-07-15,2022-07-21,Standard Class,CUST-552,Arjun Chawla,Consumer,West,Washington,Technology,Machines,Desktop PC,2801.95,4,0.1,380.81,Cash on Delivery
ORD-10054,2022-05-10,2022-05-13,Second Class,CUST-819,Karan Reddy,Corporate,Central,Ohio,Office Supplies,Storage,Shelf Unit,439.46,11,0.1,33.57,Debit Card
ORD-10055,2022-05-21,2022-05-27,Standard Class,CUST-423,Sara Reddy,Consumer,West,California,Technology,Accessories,Webcam,3182.34,4,0.2,134.71,UPI
ORD-10056,2024-11-18,2024-11-24,Standard Class,CUST-723,Priya Reddy,Home Office,South,Florida,Office Supplies,Labels,Label Maker,259.18,6,0.0,60.23,Cash on Delivery
ORD-10057,2022-07-21,2022-07-25,First Class,CUST-927,Kabir Gupta,Corporate,East,New York,Furniture,Furnishings,Desk Lamp,785.19,2,0.15,-23.67,Credit Card
ORD-10058,2023-12-11,2023-12-16,Standard Class,CUST-871,Reyansh Iyer,Consumer,South,Florida,Office Supplies,Paper,Sticky Notes,22.1,1,0.0,7.71,Credit Card
ORD-10059,2024-09-16,2024-09-23,Standard Class,CUST-860,Arjun Kapoor,Corporate,Central,Ohio,Office Supplies,Labels,Label Maker,279.47,8,0.1,42.01,UPI
ORD-10060,2024-04-10,2024-04-14,Standard Class,CUST-520,Ananya Patel,Home Office,East,Massachusetts,Technology,Copiers,Portable Scanner,442.27,2,0.2,56.47,UPI
ORD-10061,2023-03-19,2023-03-26,Standard Class,CUST-985,Aarav Joshi,Consumer,East,Massachusetts,Technology,Accessories,USB Hub,6144.81,8,0.3,731.64,Cash on Delivery
ORD-10062,2022-07-01,2022-07-06,First Class,CUST-943,Aarav Iyer,Consumer,West,Oregon,Furniture,Tables,Round Table,457.9,5,0.1,118.05,Net Banking
ORD-10063,2024-01-16,2024-01-23,First Class,CUST-390,Diya Das,Corporate,West,Oregon,Office Supplies,Labels,Label Maker,279.82,9,0.2,-7.83,UPI
ORD-10064,2022-05-08,2022-05-09,Second Class,CUST-251,Aditya Singh,Consumer,West,Oregon,Technology,Machines,Laptop Pro,1015.56,6,0.3,78.57,Debit Card
ORD-10065,2022-05-08,2022-05-13,Standard Class,CUST-999,Diya Rao,Consumer,West,Nevada,Furniture,Chairs,Executive Chair,1171.76,7,0.0,315.97,Cash on Delivery
ORD-10066,2024-03-31,2024-04-07,Standard Class,CUST-889,Isha Joshi,Corporate,West,California,Office Supplies,Paper,Sticky Notes,87.13,6,0.0,14.53,Net Banking
ORD-10067,2022-07-06,2022-07-13,Standard Class,CUST-313,Aarav Rao,Home Office,South,North Carolina,Office Supplies,Labels,Label Roll,75.62,4,0.2,16.38,Credit Card
ORD-10068,2022-06-03,2022-06-05,Standard Class,CUST-670,Kabir Khan,Consumer,East,New York,Technology,Phones,Smartphone X1,1627.6,10,0.0,553.89,Net Banking
ORD-10069,2022-10-02,2022-10-07,Same Day,CUST-565,Reyansh Chawla,Home Office,South,North Carolina,Furniture,Tables,Conference Table,4492.04,8,0.2,544.3,Debit Card
ORD-10070,2023-05-04,2023-05-09,Second Class,CUST-767,Aditya Das,Consumer,West,Oregon,Office Supplies,Binders,Clip Binder,122.17,5,0.1,27.93,Net Banking
ORD-10071,2024-07-23,2024-07-26,First Class,CUST-411,Sara Joshi,Corporate,West,Oregon,Furniture,Bookcases,Corner Bookcase,1450.26,2,0.1,234.55,Net Banking
ORD-10072,2024-09-08,2024-09-09,Second Class,CUST-531,Isha Iyer,Consumer,East,New Jersey,Office Supplies,Art,Sketch Pad,20.1,3,0.1,5.46,Net Banking
ORD-10073,2022-01-29,2022-02-04,Standard Class,CUST-862,Ananya Das,Consumer,East,New York,Office Supplies,Art,Color Pencils,585.81,9,0.0,111.42,Debit Card
ORD-10074,2022-11-20,2022-11-22,Standard Class,CUST-918,Vivaan Chawla,Consumer,West,California,Furniture,Tables,Round Table,320.91,1,0.2,2.47,UPI
ORD-10075,2024-12-21,2024-12-26,First Class,CUST-471,Ishaan Kapoor,Corporate,West,California,Furniture,Furnishings,Photo Frame,710.97,10,0.4,41.14,Credit Card
ORD-10076,2024-11-09,2024-11-11,Standard Class,CUST-433,Reyansh Khan,Consumer,East,New York,Office Supplies,Paper,Sticky Notes,83.19,3,0.1,13.97,Debit Card
ORD-10077,2024-08-09,2024-08-12,Second Class,CUST-753,Ananya Singh,Consumer,Central,Michigan,Furniture,Tables,Standing Desk,6751.23,8,0.0,347.85,Debit Card
ORD-10078,2024-07-02,2024-07-08,First Class,CUST-685,Zara Khan,Consumer,East,Massachusetts,Technology,Phones,Smartphone X1,2634.46,3,0.15,105.66,UPI
ORD-10079,2022-12-02,2022-12-06,First Class,CUST-339,Ananya Reddy,Home Office,East,Pennsylvania,Technology,Accessories,Wireless Mouse,10219.92,11,0.3,-1238.92,Debit Card
ORD-10080,2023-11-03,2023-11-06,Standard Class,CUST-860,Arjun Kapoor,Home Office,East,New Jersey,Furniture,Tables,Study Table,1418.3,7,0.15,-7.44,Cash on Delivery
ORD-10081,2023-11-06,2023-11-12,Second Class,CUST-139,Dev Das,Consumer,Central,Illinois,Office Supplies,Paper,Printer Paper,563.91,5,0.0,79.11,Credit Card
ORD-10082,2024-06-04,2024-06-05,Standard Class,CUST-423,Sara Reddy,Consumer,West,Washington,Technology,Machines,3D Printer,942.16,11,0.0,138.58,UPI
ORD-10083,2023-04-04,2023-04-06,Second Class,CUST-499,Rohan Kapoor,Consumer,Central,Illinois,Office Supplies,Art,Marker Set,867.63,9,0.0,64.82,UPI
ORD-10084,2024-04-28,2024-05-04,Standard Class,CUST-359,Kiara Gupta,Consumer,South,Tennessee,Technology,Copiers,Office Copier,1351.42,3,0.3,-82.46,Credit Card
ORD-10085,2024-03-03,2024-03-07,Standard Class,CUST-427,Reyansh Kapoor,Consumer,West,Oregon,Office Supplies,Art,Sketch Pad,285.87,5,0.0,82.63,Net Banking
ORD-10086,2023-01-13,2023-01-16,Standard Class,CUST-423,Sara Reddy,Consumer,South,Georgia,Furniture,Bookcases,Oak Bookcase,1828.85,4,0.15,105.67,UPI
ORD-10087,2024-12-23,2024-12-28,Standard Class,CUST-110,Dev Chawla,Consumer,East,Massachusetts,Office Supplies,Paper,Sticky Notes,407.63,6,0.2,-23.69,Credit Card
ORD-10088,2023-02-05,2023-02-09,Standard Class,CUST-676,Ananya Khan,Consumer,East,New Jersey,Office Supplies,Art,Marker Set,116.17,2,0.1,-0.0,Debit Card
ORD-10089,2024-05-20,2024-05-22,First Class,CUST-578,Neha Mehta,Corporate,West,Washington,Furniture,Bookcases,Oak Bookcase,2078.0,3,0.15,103.17,Debit Card
ORD-10090,2022-04-21,2022-04-24,Standard Class,CUST-857,Rohan Chawla,Corporate,Central,Ohio,Office Supplies,Paper,Sticky Notes,424.11,9,0.15,65.77,UPI
ORD-10091,2022-05-02,2022-05-05,Standard Class,CUST-109,Ishaan Joshi,Consumer,Central,Illinois,Furniture,Bookcases,Oak Bookcase,174.79,2,0.1,24.12,UPI
ORD-10092,2022-02-04,2022-02-09,Standard Class,CUST-483,Kiara Nair,Consumer,East,New Jersey,Office Supplies,Art,Marker Set,335.84,4,0.1,48.43,Debit Card
ORD-10093,2024-05-15,2024-05-19,Second Class,CUST-474,Ishaan Rao,Home Office,West,Oregon,Office Supplies,Paper,Printer Paper,235.88,6,0.2,0.17,Net Banking
ORD-10094,2024-01-22,2024-01-28,Standard Class,CUST-636,Karan Gupta,Consumer,Central,Illinois,Technology,Accessories,Wireless Mouse,5635.11,9,0.1,550.94,Credit Card
ORD-10095,2024-06-09,2024-06-10,Standard Class,CUST-110,Dev Chawla,Consumer,East,Massachusetts,Office Supplies,Binders,Ring Binder,552.74,11,0.1,105.47,Cash on Delivery
ORD-10096,2024-08-29,2024-08-30,Standard Class,CUST-981,Dev Nair,Consumer,East,Massachusetts,Office Supplies,Storage,File Cabinet,301.42,5,0.3,11.29,Net Banking
ORD-10097,2022-11-30,2022-12-02,Same Day,CUST-202,Rohan Gupta,Consumer,East,Pennsylvania,Furniture,Chairs,Ergo Chair,4228.89,5,0.0,399.64,UPI
ORD-10098,2022-05-06,2022-05-08,Standard Class,CUST-828,Sara Gupta,Home Office,East,New Jersey,Office Supplies,Storage,Storage Box,56.73,4,0.3,5.1,Cash on Delivery
ORD-10099,2022-05-09,2022-05-16,First Class,CUST-964,Isha Sharma,Consumer,South,Florida,Technology,Machines,3D Printer,527.79,7,0.0,157.95,Credit Card
ORD-10100,2023-08-11,2023-08-14,Standard Class,CUST-257,Tara Das,Corporate,South,Florida,Office Supplies,Storage,Shelf Unit,356.88,5,0.0,82.61,Credit Card
ORD-10101,2023-11-19,2023-11-24,First Class,CUST-390,Diya Das,Corporate,East,New York,Technology,Copiers,Portable Scanner,3697.0,4,0.2,224.32,Credit Card
ORD-10102,2023-12-26,2024-01-02,Second Class,CUST-965,Aarav Sharma,Corporate,East,Massachusetts,Office Supplies,Storage,File Cabinet,6.69,1,0.0,1.62,Credit Card
ORD-10103,2024-10-23,2024-10-28,Second Class,CUST-401,Sara Nair,Consumer,West,Nevada,Office Supplies,Labels,Label Maker,59.94,2,0.1,9.28,Net Banking
ORD-10104,2024-06-09,2024-06-12,Standard Class,CUST-794,Dev Singh,Consumer,East,New York,Furniture,Bookcases,Oak Bookcase,3024.61,4,0.1,61.78,Cash on Delivery
ORD-10105,2023-05-09,2023-05-12,Second Class,CUST-733,Zara Verma,Consumer,East,Pennsylvania,Office Supplies,Paper,Sticky Notes,99.67,1,0.0,30.68,Credit Card
ORD-10106,2023-03-21,2023-03-23,Second Class,CUST-840,Sara Khan,Consumer,South,Tennessee,Furniture,Tables,Conference Table,1548.81,10,0.1,260.3,Debit Card
ORD-10107,2024-09-10,2024-09-12,Standard Class,CUST-819,Karan Reddy,Home Office,East,New York,Technology,Phones,Smartphone Lite,1637.71,2,0.2,262.03,Debit Card
ORD-10108,2023-08-04,2023-08-11,Standard Class,CUST-870,Tara Nair,Home Office,East,Pennsylvania,Office Supplies,Labels,Label Maker,183.25,3,0.1,30.85,Debit Card
ORD-10109,2022-09-20,2022-09-25,Standard Class,CUST-840,Kabir Iyer,Consumer,West,Oregon,Office Supplies,Binders,Ring Binder,115.41,8,0.15,4.88,Cash on Delivery
ORD-10110,2022-12-19,2022-12-23,Standard Class,CUST-256,Meera Kapoor,Consumer,Central,Texas,Furniture,Chairs,Ergo Chair,647.81,1,0.15,26.78,UPI
ORD-10111,2024-10-10,2024-10-14,Standard Class,CUST-267,Diya Sharma,Consumer,East,New Jersey,Office Supplies,Art,Sketch Pad,149.17,3,0.15,36.89,Credit Card
ORD-10112,2022-11-07,2022-11-09,First Class,CUST-257,Tara Das,Consumer,West,Washington,Technology,Phones,Cordless Phone,7296.6,7,0.3,233.4,Cash on Delivery
ORD-10113,2023-02-10,2023-02-12,Standard Class,CUST-804,Kiara Verma,Home Office,South,North Carolina,Office Supplies,Art,Sketch Pad,141.03,4,0.0,46.69,UPI
ORD-10114,2024-04-14,2024-04-18,Second Class,CUST-835,Kabir Chawla,Home Office,West,Oregon,Technology,Machines,3D Printer,4194.03,6,0.1,637.16,Debit Card
ORD-10115,2022-05-14,2022-05-17,Standard Class,CUST-501,Isha Mehta,Consumer,South,North Carolina,Furniture,Chairs,Ergo Chair,368.71,2,0.3,15.69,Credit Card
ORD-10116,2022-06-13,2022-06-20,Same Day,CUST-420,Rohan Singh,Corporate,West,California,Technology,Phones,Cordless Phone,893.1,6,0.0,80.87,Net Banking
ORD-10117,2024-11-01,2024-11-05,Standard Class,CUST-289,Diya Kapoor,Consumer,East,Pennsylvania,Office Supplies,Art,Color Pencils,877.5,11,0.0,249.41,Debit Card
ORD-10118,2023-01-17,2023-01-20,Second Class,CUST-732,Rohan Nair,Corporate,West,California,Office Supplies,Storage,File Cabinet,271.72,9,0.15,39.51,Credit Card
ORD-10119,2022-04-11,2022-04-18,Standard Class,CUST-819,Karan Reddy,Consumer,South,Tennessee,Office Supplies,Paper,Printer Paper,126.3,3,0.2,20.31,Debit Card
ORD-10120,2023-02-09,2023-02-15,Standard Class,CUST-842,Arjun Nair,Corporate,West,Oregon,Office Supplies,Labels,Label Maker,703.35,10,0.4,-30.7,Net Banking
ORD-10121,2023-01-30,2023-02-06,First Class,CUST-134,Isha Reddy,Consumer,East,Massachusetts,Furniture,Tables,Standing Desk,846.6,2,0.1,190.91,Credit Card
ORD-10122,2022-07-11,2022-07-12,First Class,CUST-313,Aarav Rao,Home Office,South,Florida,Technology,Copiers,Office Copier,1222.54,2,0.15,192.92,Credit Card
ORD-10123,2022-03-20,2022-03-21,Standard Class,CUST-943,Aarav Iyer,Consumer,South,North Carolina,Furniture,Furnishings,Photo Frame,506.69,5,0.15,101.66,Credit Card
ORD-10124,2022-05-28,2022-06-02,Standard Class,CUST-886,Ishaan Iyer,Consumer,South,Georgia,Technology,Copiers,Office Copier,491.32,3,0.15,93.01,Net Banking
ORD-10125,2022-12-26,2022-12-27,Standard Class,CUST-374,Meera Das,Corporate,East,New Jersey,Furniture,Furnishings,Wall Clock,3283.21,9,0.4,162.89,Debit Card
ORD-10126,2023-01-09,2023-01-14,Second Class,CUST-854,Kabir Rao,Corporate,East,Massachusetts,Technology,Copiers,Portable Scanner,530.68,1,0.1,64.65,Net Banking
ORD-10127,2023-02-18,2023-02-22,Same Day,CUST-808,Rohan Rao,Consumer,East,Massachusetts,Technology,Copiers,Office Copier,4991.0,7,0.15,131.36,Net Banking
ORD-10128,2022-07-22,2022-07-28,Second Class,CUST-984,Isha Kapoor,Consumer,West,Oregon,Office Supplies,Labels,Label Roll,445.7,5,0.1,107.95,UPI
ORD-10129,2023-02-25,2023-03-02,Second Class,CUST-867,Aditya Joshi,Corporate,East,Massachusetts,Furniture,Bookcases,Oak Bookcase,6337.08,9,0.0,785.82,Credit Card
ORD-10130,2024-05-23,2024-05-25,Standard Class,CUST-877,Isha Singh,Corporate,Central,Texas,Technology,Accessories,USB Hub,10380.93,9,0.0,2841.47,Debit Card
ORD-10131,2024-11-09,2024-11-12,Second Class,CUST-772,Meera Chawla,Corporate,South,North Carolina,Office Supplies,Storage,File Cabinet,384.89,4,0.1,43.8,Cash on Delivery
ORD-10132,2022-07-21,2022-07-27,Second Class,CUST-648,Aditya Reddy,Consumer,West,Nevada,Office Supplies,Binders,Clip Binder,182.83,3,0.15,25.79,Debit Card
ORD-10133,2022-06-08,2022-06-12,Standard Class,CUST-403,Arjun Joshi,Consumer,South,North Carolina,Furniture,Tables,Standing Desk,5942.69,10,0.1,203.45,Credit Card
ORD-10134,2024-04-10,2024-04-14,Second Class,CUST-737,Arjun Sharma,Corporate,East,Pennsylvania,Technology,Phones,Smartphone Lite,262.2,1,0.15,67.47,Credit Card
ORD-10135,2023-08-25,2023-08-30,Standard Class,CUST-316,Reyansh Das,Consumer,East,Massachusetts,Office Supplies,Labels,Label Maker,271.23,6,0.3,-14.16,UPI
ORD-10136,2023-08-04,2023-08-09,Standard Class,CUST-999,Diya Rao,Consumer,South,Florida,Office Supplies,Labels,Label Roll,348.64,4,0.2,-23.67,Net Banking
ORD-10137,2022-07-07,2022-07-08,Second Class,CUST-491,Aditya Patel,Corporate,Central,Michigan,Technology,Machines,Desktop PC,2488.23,7,0.2,161.54,Net Banking
ORD-10138,2024-04-20,2024-04-25,Standard Class,CUST-248,Meera Verma,Consumer,South,Tennessee,Office Supplies,Storage,File Cabinet,11.95,1,0.2,1.13,Cash on Delivery
ORD-10139,2023-05-07,2023-05-13,Standard Class,CUST-317,Karan Khan,Home Office,East,New York,Office Supplies,Storage,Shelf Unit,116.78,1,0.0,9.84,Net Banking
ORD-10140,2024-06-13,2024-06-15,First Class,CUST-889,Isha Joshi,Corporate,East,Pennsylvania,Office Supplies,Labels,Label Maker,816.39,10,0.15,22.73,Debit Card
ORD-10141,2024-05-02,2024-05-07,Standard Class,CUST-712,Aditya Gupta,Corporate,West,Washington,Office Supplies,Paper,Printer Paper,85.79,8,0.4,4.13,Cash on Delivery
ORD-10142,2023-06-16,2023-06-18,Standard Class,CUST-999,Kiara Joshi,Corporate,Central,Michigan,Office Supplies,Labels,Label Maker,649.09,11,0.15,81.63,UPI
ORD-10143,2024-12-03,2024-12-04,Second Class,CUST-927,Zara Mehta,Corporate,West,Nevada,Office Supplies,Binders,Clip Binder,82.49,3,0.0,12.95,Cash on Delivery
ORD-10144,2023-07-21,2023-07-22,Standard Class,CUST-815,Sara Verma,Home Office,Central,Ohio,Office Supplies,Paper,Sticky Notes,327.3,7,0.0,66.15,Cash on Delivery
ORD-10145,2024-07-16,2024-07-20,Second Class,CUST-658,Ishaan Singh,Consumer,South,North Carolina,Technology,Machines,Desktop PC,4327.97,11,0.4,44.91,Net Banking
ORD-10146,2024-07-12,2024-07-18,First Class,CUST-521,Rohan Sharma,Corporate,West,Oregon,Furniture,Chairs,Executive Chair,2143.58,4,0.2,-29.53,Net Banking
ORD-10147,2023-10-08,2023-10-11,First Class,CUST-699,Vivaan Nair,Home Office,South,Tennessee,Technology,Copiers,Portable Scanner,4288.41,8,0.0,1130.44,Credit Card
ORD-10148,2024-09-07,2024-09-10,Second Class,CUST-132,Tara Gupta,Consumer,South,Georgia,Office Supplies,Paper,Printer Paper,50.32,1,0.15,-0.11,Debit Card
ORD-10149,2023-04-28,2023-05-02,Second Class,CUST-793,Rohan Reddy,Consumer,Central,Ohio,Office Supplies,Binders,Clip Binder,401.11,10,0.0,56.63,Net Banking
ORD-10150,2023-04-05,2023-04-06,Standard Class,CUST-306,Aarav Gupta,Corporate,Central,Texas,Office Supplies,Paper,Printer Paper,242.0,11,0.1,14.04,UPI
ORD-10151,2023-08-19,2023-08-20,Second Class,CUST-110,Tara Singh,Corporate,East,Massachusetts,Technology,Accessories,Keyboard,2553.62,3,0.2,573.39,Credit Card
ORD-10152,2024-02-02,2024-02-06,Standard Class,CUST-394,Meera Khan,Consumer,Central,Texas,Technology,Machines,Desktop PC,729.71,1,0.0,167.47,UPI
